date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-12-24,US_SD,-9.0,46.0,13.0,0.0,-57.0,14.0
2020-12-25,US_SD,-86.0,-62.0,8.0,-31.0,-83.0,27.0
2020-12-26,US_SD,-20.0,1.0,4.0,-22.0,-22.0,7.0
2020-12-27,US_SD,-15.0,-1.0,14.0,-7.0,-9.0,4.0
2020-12-28,US_SD,6.0,20.0,32.0,2.0,-29.0,9.0
2020-12-29,US_SD,-26.0,-11.0,-3.0,-28.0,-36.0,16.0
2020-12-30,US_SD,-1.0,14.0,17.0,-10.0,-32.0,11.0
2020-12-31,US_SD,15.0,37.0,31.0,-7.0,-37.0,9.0
2021-01-01,US_SD,-28.0,-21.0,27.0,-30.0,-71.0,25.0
2021-01-02,US_SD,-14.0,3.0,14.0,-17.0,-12.0,7.0
2021-01-03,US_SD,-8.0,6.0,29.0,-8.0,-5.0,4.0
2021-01-04,US_SD,0.0,11.0,28.0,-6.0,-15.0,6.0
2021-01-05,US_SD,-4.0,8.0,9.0,-7.0,-17.0,7.0
2021-01-06,US_SD,-13.0,-1.0,4.0,-14.0,-17.0,9.0
2021-01-07,US_SD,-9.0,-2.0,4.0,-10.0,-16.0,7.0
2021-01-08,US_SD,-8.0,-1.0,-2.0,-9.0,-12.0,8.0
2021-01-09,US_SD,-9.0,1.0,-16.0,-11.0,-7.0,6.0
2021-01-10,US_SD,2.0,16.0,14.0,-9.0,-4.0,3.0
2021-01-11,US_SD,-6.0,7.0,17.0,-10.0,-12.0,6.0
2021-01-12,US_SD,-7.0,5.0,20.0,-9.0,-16.0,6.0
2021-01-13,US_SD,-7.0,8.0,19.0,-9.0,-16.0,6.0
2021-01-14,US_SD,-25.0,-10.0,-20.0,-22.0,-19.0,10.0
2021-01-15,US_SD,-26.0,-15.0,-28.0,-31.0,-27.0,16.0
2021-01-16,US_SD,-15.0,-2.0,-21.0,-16.0,-7.0,6.0
2021-01-17,US_SD,-4.0,4.0,11.0,-16.0,-6.0,3.0
2021-01-18,US_SD,-10.0,-3.0,1.0,-11.0,-29.0,11.0
2021-01-19,US_SD,-13.0,-1.0,-1.0,-11.0,-17.0,7.0
2021-01-20,US_SD,-10.0,2.0,13.0,-8.0,-16.0,6.0
2021-01-21,US_SD,-11.0,-4.0,5.0,-6.0,-15.0,6.0
2021-01-22,US_SD,-9.0,1.0,1.0,-7.0,-11.0,7.0
2021-01-23,US_SD,-24.0,-12.0,-29.0,-27.0,-8.0,8.0
2021-01-24,US_SD,-12.0,0.0,3.0,-15.0,-6.0,4.0
2021-01-25,US_SD,-15.0,-5.0,-3.0,-12.0,-14.0,7.0
2021-01-26,US_SD,-15.0,-6.0,-7.0,-13.0,-17.0,8.0
2021-01-27,US_SD,-12.0,-3.0,-1.0,-11.0,-16.0,7.0
2021-01-28,US_SD,-12.0,-5.0,1.0,-8.0,-16.0,6.0
2021-01-29,US_SD,-8.0,-1.0,2.0,-8.0,-12.0,7.0
2021-01-30,US_SD,-13.0,-4.0,-17.0,-20.0,-7.0,6.0
2021-01-31,US_SD,-2.0,6.0,21.0,-8.0,-4.0,3.0
2021-02-01,US_SD,-9.0,0.0,21.0,-9.0,-13.0,5.0
2021-02-02,US_SD,-10.0,0.0,20.0,-9.0,-16.0,6.0
2021-02-03,US_SD,-7.0,5.0,13.0,-6.0,-16.0,5.0
2021-02-04,US_SD,-17.0,-8.0,-5.0,-12.0,-17.0,8.0
2021-02-05,US_SD,-11.0,0.0,-10.0,-9.0,-13.0,8.0
2021-02-06,US_SD,-17.0,-2.0,-40.0,-17.0,-8.0,7.0
2021-02-07,US_SD,-25.0,1.0,-31.0,-24.0,-8.0,4.0
